t,regime,DeltaPhi,E,I,C
62.12,pre_instability,104.668198,0.795923,3.209179,2.334306
62.14,pre_instability,104.663575,0.795993,3.207644,2.333724
62.16,pre_instability,104.612566,0.796023,3.204785,2.339444
62.18,pre_instability,104.60086,0.796244,3.200107,2.340253
62.2,pre_instability,104.70064,0.796417,3.201454,2.337684
62.22,pre_instability,105.105015,0.797189,3.205628,2.338141
62.24,pre_instability,105.248381,0.797467,3.207011,2.335463
62.26,pre_instability,105.875007,0.798762,3.211498,2.332947
62.28,pre_instability,106.526598,0.800232,3.213698,2.329564
62.3,pre_instability,106.726259,0.800755,3.212974,2.331206
62.32,pre_instability,106.657872,0.800444,3.215635,2.317303
62.34,pre_instability,106.848731,0.80058,3.22179,2.313282
62.36,pre_instability,107.702673,0.802148,3.231038,2.282181
62.38,pre_instability,108.949537,0.804654,3.240289,2.268701
62.4,pre_instability,108.632882,0.803989,3.238611,2.284224
62.42,pre_instability,108.499152,0.803433,3.243033,2.279757
62.44,pre_instability,108.671706,0.803335,3.252893,2.303
62.46,pre_instability,108.445919,0.802526,3.257881,2.301162
62.48,pre_instability,109.147213,0.803613,3.269283,2.315968
62.5,pre_instability,109.38478,0.804232,3.268128,2.280645
62.52,pre_instability,110.098796,0.805753,3.271686,2.287322
62.54,pre_instability,110.063864,0.805738,3.270397,2.287787
62.56,pre_instability,110.23136,0.805958,3.273586,2.256335
62.58,pre_instability,109.732886,0.805042,3.26843,2.259947
62.6,pre_instability,109.212417,0.803671,3.270753,2.257505
62.62,pre_instability,108.818648,0.802681,3.271565,2.260491
62.64,pre_instability,109.335817,0.803561,3.278343,2.252511
62.66,pre_instability,108.886703,0.80282,3.272018,2.257174
62.68,pre_instability,109.108296,0.803158,3.275615,2.248219
62.7,pre_instability,109.208221,0.803512,3.273532,2.254107
62.72,pre_instability,108.779472,0.802802,3.26745,2.247408
62.74,pre_instability,108.550907,0.802396,3.264778,2.254538
62.76,pre_instability,109.301127,0.803639,3.27529,2.247962
62.78,pre_instability,108.949492,0.802674,3.27757,2.254947
62.8,pre_instability,108.399803,0.801152,3.281139,2.251284
62.82,pre_instability,107.506177,0.799274,3.275713,2.255179
62.84,pre_instability,106.670432,0.79741,3.272361,2.24982
62.86,pre_instability,106.634952,0.79727,3.273367,2.255332
62.88,pre_instability,106.97473,0.797921,3.276661,2.245908
62.9,pre_instability,105.956433,0.79596,3.266733,2.253335
62.92,pre_instability,105.56026,0.79477,3.270536,2.244383
62.94,pre_instability,104.863072,0.792863,3.273728,2.250425
62.96,pre_instability,103.957107,0.790496,3.275455,2.246441
62.98,pre_instability,103.559338,0.789563,3.274233,2.247553
63.0,pre_instability,103.890414,0.790346,3.27515,2.248153
63.02,pre_instability,103.643872,0.789757,3.274588,2.248547
63.04,pre_instability,103.350599,0.789044,3.274078,2.247682
63.06,pre_instability,102.507329,0.78673,3.277119,2.243393
63.08,pre_instability,102.377558,0.786415,3.276835,2.242979
63.1,pre_instability,101.418252,0.783747,3.280428,2.234566
63.12,pre_instability,100.447171,0.781088,3.28289,2.229948
63.14,pre_instability,100.69542,0.780157,3.309841,2.206244
63.16,pre_instability,100.746094,0.779043,3.330671,2.154261
63.18,pre_instability,100.681716,0.777992,3.345529,2.159319
63.2,pre_instability,100.456964,0.776947,3.353172,2.175489
63.22,pre_instability,100.060265,0.77525,3.363898,2.181371
63.24,pre_instability,99.29038,0.773058,3.366138,2.1867
63.26,pre_instability,99.094369,0.771516,3.382514,2.171858
63.28,pre_instability,98.392937,0.769238,3.38859,2.175694
63.3,pre_instability,98.316785,0.767782,3.408254,2.151656
63.32,pre_instability,98.244409,0.766485,3.425327,2.123612
63.34,pre_instability,97.975343,0.765275,3.432499,2.103954
63.36,pre_instability,98.172277,0.76478,3.447994,2.011981
63.38,pre_instability,97.663282,0.763419,3.447127,2.002291
63.4,pre_instability,97.890575,0.764015,3.447698,2.005879
63.42,pre_instability,98.435924,0.765445,3.448985,2.012026
63.44,pre_instability,99.358948,0.768083,3.447549,2.033242
63.46,pre_instability,100.015081,0.770068,3.444512,2.04353
63.48,pre_instability,100.371476,0.771182,3.442261,2.058084
63.5,pre_instability,100.615906,0.771885,3.441603,2.064173
63.52,pre_instability,101.185934,0.773433,3.44149,2.086934
63.54,pre_instability,101.237159,0.773588,3.441245,2.091879
63.56,pre_instability,101.640701,0.774815,3.438935,2.104641
63.58,pre_instability,101.937291,0.775693,3.437567,2.115081
63.6,pre_instability,102.598421,0.777717,3.433154,2.121173
63.62,pre_instability,103.039145,0.779067,3.430118,2.136115
63.64,pre_instability,103.58418,0.780768,3.425568,2.133763
63.66,pre_instability,103.599118,0.780822,3.425373,2.140718
63.68,pre_instability,104.621748,0.783563,3.423787,2.126125
63.7,pre_instability,104.966875,0.784627,3.420951,2.143599
63.72,pre_instability,105.448943,0.786135,3.416331,2.136965
63.74,pre_instability,105.627835,0.786738,3.41393,2.14818
63.76,pre_instability,105.72734,0.787128,3.411594,2.145066
63.78,pre_instability,105.803826,0.787425,3.409892,2.149962
63.8,pre_instability,105.873697,0.78776,3.407198,2.148001
63.82,pre_instability,105.961536,0.78762,3.413127,2.109341
63.84,pre_instability,106.215684,0.787825,3.420652,2.116724
63.86,pre_instability,107.140098,0.789528,3.429838,1.858955
63.88,pre_instability,107.694068,0.790802,3.432747,1.992263
63.9,pre_instability,109.159975,0.794059,3.439571,1.972396
63.92,pre_instability,110.421004,0.796871,3.445629,2.099262
63.94,pre_instability,110.543034,0.797279,3.443813,2.107975
63.96,pre_instability,110.558734,0.797311,3.443771,2.083436
63.98,pre_instability,110.671058,0.797563,3.444033,2.059131
64.0,pre_instability,111.648105,0.79951,3.451594,2.034504
64.02,pre_instability,112.046398,0.800461,3.451956,2.044135
64.04,pre_instability,113.544168,0.803601,3.460359,2.038524
64.06,pre_instability,113.530795,0.80357,3.460325,2.038626
64.08,pre_instability,113.668035,0.803858,3.461063,2.038645
64.1,pre_instability,113.637511,0.803796,3.460869,2.0387
64.12,pre_instability,114.295318,0.805067,3.46622,2.030459
64.14,pre_instability,115.595121,0.807689,3.474573,2.022514
64.16,pre_instability,115.586932,0.807616,3.475518,2.019199
64.18,pre_instability,114.677626,0.805556,3.473864,2.045918
64.2,pre_instability,114.685868,0.80541,3.476798,2.045713
64.22,pre_instability,116.217556,0.808746,3.482114,2.041225
64.24,pre_instability,116.162412,0.80862,3.482042,2.04119
64.26,pre_instability,115.234236,0.806316,3.483889,2.040871
64.28,pre_instability,115.466337,0.807007,3.48139,2.03919
64.3,pre_instability,115.592276,0.807342,3.480766,2.039848
64.32,pre_instability,115.104094,0.806092,3.482334,2.0378
64.34,pre_instability,114.152836,0.803772,3.483156,2.041291
64.36,pre_instability,114.283039,0.804137,3.482228,2.040848
64.38,pre_instability,113.697835,0.80244,3.487285,2.03796
64.4,pre_instability,113.509698,0.801918,3.488466,2.038636
64.42,pre_instability,112.623974,0.799686,3.489935,2.040019
64.44,pre_instability,112.559049,0.799495,3.490495,2.039274
64.46,pre_instability,111.572285,0.796809,3.495117,2.036393
64.48,pre_instability,110.297017,0.793712,3.49418,2.038806
64.5,pre_instability,109.253277,0.790097,3.510602,1.975011
64.52,pre_instability,107.618676,0.785177,3.522943,1.933883
64.54,pre_instability,107.425395,0.784237,3.530135,1.930909
64.56,pre_instability,104.913342,0.77754,3.532569,1.927824
64.58,pre_instability,104.009228,0.774155,3.548289,1.979159
64.6,pre_instability,104.404482,0.775724,3.540027,1.94167
64.62,pre_instability,105.534898,0.778825,3.538269,1.954608
64.64,pre_instability,105.494812,0.778695,3.538621,1.948065
64.66,pre_instability,104.201314,0.775187,3.540021,1.949491
64.68,pre_instability,103.47671,0.773036,3.543327,1.944895
64.7,pre_instability,103.207627,0.772259,3.54416,1.945571
64.72,pre_instability,102.599262,0.770341,3.548335,1.937251
64.74,pre_instability,101.438679,0.76647,3.558976,1.940452
64.76,pre_instability,101.638742,0.765308,3.584073,1.865506
64.78,pre_instability,99.667749,0.759635,3.58639,1.855529
64.8,pre_instability,99.064607,0.756558,3.60594,1.85742
64.82,pre_instability,98.525166,0.75448,3.613814,1.926819
64.84,pre_instability,99.777212,0.756602,3.634651,1.929816
64.86,pre_instability,100.319905,0.757135,3.648962,1.923572
64.88,pre_instability,99.333906,0.754525,3.64581,1.913639
64.9,pre_instability,97.539808,0.750178,3.63359,1.906849
64.92,pre_instability,96.937681,0.748716,3.62925,1.898917
64.94,pre_instability,96.936121,0.748711,3.629235,1.894391
64.96,pre_instability,97.585307,0.750545,3.630519,1.93012
64.98,pre_instability,97.229979,0.749662,3.628296,1.928848
65.0,pre_instability,97.363956,0.750013,3.628911,1.93326
65.02,pre_instability,97.470636,0.750676,3.624336,1.973484
65.04,pre_instability,97.467027,0.750667,3.624315,1.973256
65.06,pre_instability,96.899019,0.749261,3.620647,1.969644
65.08,pre_instability,96.810226,0.748927,3.621634,1.969747
65.1,pre_instability,97.188171,0.750343,3.61745,1.967366
65.12,pre_instability,97.123856,0.750108,3.618082,1.96746
65.14,pre_instability,97.048048,0.749839,3.618721,1.968479
65.16,pre_instability,96.827905,0.748554,3.62741,1.962148
65.18,pre_instability,96.812493,0.748501,3.627509,1.962302
65.2,pre_instability,96.390503,0.747156,3.628767,1.961695
65.22,pre_instability,95.687205,0.744559,3.635414,1.963334
65.24,pre_instability,95.255607,0.742837,3.640982,1.961459
65.26,pre_instability,93.967741,0.738472,3.646585,1.968292
65.28,pre_instability,93.56719,0.736903,3.650841,1.97168
65.3,pre_instability,94.34405,0.739969,3.642173,1.969759
65.32,pre_instability,94.576246,0.740757,3.641166,1.970101
65.34,pre_instability,94.538748,0.740649,3.641214,1.991268
65.36,pre_instability,94.661471,0.742165,3.626126,1.994957
65.38,pre_instability,94.808108,0.742612,3.626094,1.994505
65.4,pre_instability,94.854468,0.742804,3.625426,1.995559
65.42,pre_instability,93.580885,0.738587,3.629619,1.992879
65.44,pre_instability,92.966326,0.736532,3.63156,1.995649
65.46,pre_instability,92.955572,0.734091,3.661946,1.908092
65.48,pre_instability,91.492931,0.728137,3.67806,1.919584
65.5,pre_instability,90.909255,0.724031,3.704808,1.925237
65.52,pre_instability,90.291776,0.721686,3.708491,1.951824
65.54,pre_instability,91.476026,0.723506,3.733518,1.945237
65.56,pre_instability,91.810751,0.724113,3.739425,1.943229
65.58,pre_instability,91.343814,0.722144,3.744443,1.950018
65.6,pre_instability,90.909395,0.71905,3.763469,1.947388
65.62,pre_instability,91.125422,0.718311,3.780286,1.938693
65.64,pre_instability,91.110079,0.716604,3.799287,1.977258
65.66,pre_instability,90.961541,0.71577,3.802896,1.97014
65.68,pre_instability,90.567888,0.714781,3.798878,1.984014
65.7,pre_instability,89.211189,0.711363,3.78439,1.978314
65.72,pre_instability,87.142579,0.705831,3.764525,1.990844
65.74,pre_instability,86.42277,0.703129,3.765415,1.983011
65.76,pre_instability,86.392306,0.702449,3.771455,1.985928
65.78,pre_instability,86.435246,0.702808,3.769241,1.972108
65.8,pre_instability,85.18178,0.700649,3.743049,1.946087
65.82,pre_instability,85.778533,0.703366,3.737391,1.925471
65.84,pre_instability,86.66691,0.706124,3.742369,1.917218
65.86,pre_instability,86.127426,0.70533,3.729968,1.940569
65.88,pre_instability,85.821355,0.705433,3.716823,1.943463
65.9,pre_instability,83.222451,0.699164,3.681322,1.926439
65.92,pre_instability,82.38137,0.696983,3.670924,1.927039
65.94,pre_instability,80.487011,0.690482,3.662805,1.94024
65.96,pre_instability,79.983147,0.68732,3.674649,1.93939
65.98,pre_instability,78.548067,0.682769,3.662263,1.930474
66.0,pre_instability,79.199125,0.684933,3.667164,1.953625
66.02,pre_instability,79.707625,0.687703,3.659799,1.942486
66.04,pre_instability,80.340948,0.692816,3.632884,1.951519
66.06,pre_instability,80.862642,0.696407,3.616238,1.985895
66.08,pre_instability,80.708937,0.695201,3.622849,1.984552
66.1,pre_instability,80.831279,0.695727,3.62222,1.984844
66.12,pre_instability,81.670545,0.699054,3.620489,1.985247
66.14,pre_instability,81.885298,0.699957,3.619427,1.993614
66.16,pre_instability,81.695005,0.699304,3.618851,1.999128
66.18,pre_instability,81.908176,0.700996,3.609477,2.076426
66.2,pre_instability,82.00605,0.701503,3.607949,2.088448
66.22,pre_instability,82.448934,0.703517,3.603895,2.128771
66.24,pre_instability,82.758452,0.704737,3.60279,2.118224
66.26,pre_instability,83.344066,0.707327,3.597458,2.133764
66.28,pre_instability,83.484268,0.707787,3.597922,2.132679
66.3,pre_instability,84.281392,0.71076,3.596262,2.136708
66.32,pre_instability,84.692627,0.712311,3.594972,2.134228
66.34,pre_instability,84.480399,0.711661,3.593897,2.134641
66.36,pre_instability,85.472572,0.714843,3.59694,2.118187
66.38,pre_instability,84.982392,0.714936,3.575786,2.122868
66.4,pre_instability,84.346101,0.714973,3.548968,2.101697
66.42,pre_instability,84.756716,0.717275,3.538107,2.095445
66.44,pre_instability,85.2133,0.719701,3.527194,2.074845
66.46,pre_instability,86.011334,0.72243,3.526325,2.052591
66.48,pre_instability,85.97221,0.72321,3.514692,2.021838
66.5,pre_instability,84.531846,0.720269,3.491759,2.107691
66.52,pre_instability,85.408228,0.724153,3.479551,2.114794
66.54,pre_instability,85.682386,0.72688,3.45593,2.123499
66.56,pre_instability,85.866125,0.728903,3.437132,2.126446
66.58,pre_instability,86.063955,0.729727,3.434679,2.129876
66.6,pre_instability,85.841545,0.72898,3.435077,2.129957
66.62,pre_instability,86.269055,0.730127,3.438111,2.128872
66.64,pre_instability,86.814528,0.731726,3.440026,2.124002
66.66,pre_instability,86.391945,0.730865,3.433485,2.124736
66.68,pre_instability,87.263148,0.732945,3.442704,2.108202
66.7,pre_instability,88.173112,0.735076,3.452638,2.10092
66.72,pre_instability,88.667194,0.736204,3.458203,2.079783
66.74,pre_instability,88.088624,0.734477,3.456977,2.070622
66.76,pre_instability,87.334465,0.732157,3.456164,2.08089
66.78,pre_instability,86.345285,0.729179,3.453622,2.074661
66.8,pre_instability,85.880119,0.727903,3.450598,2.070164
66.82,pre_instability,85.560487,0.727009,3.448708,2.07141
66.84,pre_instability,85.761305,0.727714,3.448051,2.075514
66.86,pre_instability,85.140682,0.725623,3.448921,2.073082
66.88,pre_instability,84.358102,0.723006,3.449456,2.07954
66.9,pre_instability,84.405399,0.722596,3.456693,2.072764
66.92,pre_instability,84.339797,0.721504,3.468124,2.119063
66.94,pre_instability,87.304209,0.727676,3.513689,2.064168
66.96,pre_instability,88.477052,0.728999,3.545528,2.069102
66.98,pre_instability,89.094463,0.729352,3.566066,1.994175
67.0,pre_instability,89.115283,0.727659,3.58873,2.045486
67.02,pre_instability,88.936607,0.725904,3.603343,2.029908
67.04,pre_instability,88.110172,0.722161,3.615817,2.023743
67.06,pre_instability,89.610025,0.723957,3.654294,1.990377
67.08,pre_instability,89.496858,0.723216,3.658733,1.988191
67.1,pre_instability,91.033793,0.726031,3.685875,1.973569
67.12,pre_instability,91.81763,0.727888,3.694442,1.988539
67.14,pre_instability,93.155981,0.730905,3.710248,1.974865
67.16,pre_instability,93.199114,0.731481,3.704819,1.974826
67.18,pre_instability,92.245259,0.729464,3.691795,1.945562
67.2,pre_instability,90.138102,0.725761,3.653472,1.989993
67.22,pre_instability,89.06165,0.724548,3.625258,2.040506
67.24,pre_instability,88.620378,0.724092,3.613131,2.065736
67.26,pre_instability,90.75182,0.728257,3.647759,2.066263
67.28,pre_instability,91.864789,0.729956,3.671174,2.053875
67.3,pre_instability,92.796547,0.732197,3.680327,2.046525
67.32,pre_instability,92.646398,0.73179,3.679469,2.052566
67.34,pre_instability,92.819047,0.732605,3.676072,2.041927
67.36,pre_instability,94.125091,0.73661,3.677291,2.030946
67.38,pre_instability,93.873137,0.73576,3.678104,2.031969
67.4,pre_instability,93.118081,0.733021,3.682805,2.049973
67.42,pre_instability,94.700744,0.736292,3.704125,2.017445
67.44,pre_instability,96.564019,0.741025,3.717586,2.083942
67.46,pre_instability,97.844372,0.744822,3.718864,2.116163
67.48,pre_instability,98.726016,0.747428,3.719813,2.210881
67.5,pre_instability,98.16689,0.746192,3.714243,2.23257
67.52,pre_instability,95.63886,0.740583,3.687968,2.304991
67.54,pre_instability,95.638366,0.740578,3.687989,2.30074
67.56,pre_instability,96.614493,0.74376,3.685251,2.309377
67.58,pre_instability,97.632767,0.746606,3.688024,2.30704
67.6,pre_instability,98.439901,0.748876,3.689542,2.275078
67.62,pre_instability,98.678095,0.75084,3.672376,2.263088
67.64,pre_instability,100.001873,0.755773,3.657222,2.250337
67.66,pre_instability,100.766103,0.758135,3.65478,2.25796
67.68,pre_instability,101.436605,0.759938,3.656174,2.260629
67.7,pre_instability,102.699751,0.762922,3.664228,2.264777
67.72,pre_instability,104.672308,0.76762,3.675122,2.258777
67.74,pre_instability,103.556803,0.765522,3.661102,2.273974
67.76,pre_instability,102.259282,0.762604,3.651159,2.269704
67.78,pre_instability,101.583097,0.760617,3.652395,2.261452
67.8,pre_instability,102.467057,0.76235,3.66304,2.253568
67.82,pre_instability,103.400952,0.764149,3.674762,2.286387
67.84,pre_instability,103.546651,0.764237,3.679279,2.281549
67.86,pre_instability,105.154514,0.767398,3.697636,2.278116
67.88,pre_instability,104.676651,0.766222,3.695644,2.275849
67.9,pre_instability,103.72918,0.763886,3.691541,2.275602
67.92,pre_instability,105.791769,0.767553,3.720457,2.255791
67.94,pre_instability,104.293619,0.763782,3.715254,2.256343
67.96,pre_instability,102.593619,0.759472,3.708771,2.252509
67.98,pre_instability,103.135184,0.759555,3.728926,2.247124
68.0,pre_instability,101.964287,0.755209,3.74267,2.233889
68.02,pre_instability,101.28916,0.751273,3.76924,2.235212
68.04,pre_instability,102.109261,0.752109,3.789723,2.201142
68.06,pre_instability,100.870019,0.748659,3.787263,2.206543
68.08,pre_instability,101.477214,0.748726,3.809534,2.160436
68.1,pre_instability,101.49816,0.748246,3.816561,2.16047
68.12,pre_instability,102.833336,0.751022,3.8313,2.108996
68.14,pre_instability,102.148112,0.749268,3.827889,2.102562
68.16,pre_instability,103.951739,0.75361,3.839976,2.09068
68.18,pre_instability,105.30696,0.756935,3.847536,2.081701
68.2,pre_instability,103.575202,0.752908,3.834536,2.035827
68.22,pre_instability,104.155105,0.753081,3.854061,1.987154
